63,24,19,8,6,8,0,2,1,5,2,2,3,1,1,2,2,0,1,1,1,1,0,1
24,62,17,13,10,6,1,0,1,4,2,0,2,2,0,0,2,0,1,0,1,1,0,0
19,17,43,3,6,3,0,2,1,1,3,0,3,1,1,0,0,1,0,0,1,1,1,0
8,13,3,27,2,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,10,6,2,16,3,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1
8,6,3,2,3,17,0,1,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,2,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,1,1,2,3,0,0,0,7,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,3,0,1,1,0,1,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
3,2,3,0,1,1,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
